service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2024-07-162024-07-21348991,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-07-24348991,1,1,1,1,1,1,1,20240722,20240724                                                                                                                                                                                                                                                                                                    
2024-07-262024-08-14348991,1,1,1,1,1,1,1,20240726,20240814                                                                                                                                                                                                                                                                                                    
2024-08-162024-10-31348991,1,1,1,1,1,1,1,20240816,20241031                                                                                                                                                                                                                                                                                                    
2024-11-022024-12-05348991,1,1,1,1,1,1,1,20241102,20241205                                                                                                                                                                                                                                                                                                    
2024-07-162024-12-07349031,1,1,1,1,1,1,1,20240716,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21349091,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-12-07349091,1,1,1,1,1,1,1,20240722,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-12-07349121,1,1,1,1,1,1,1,20240716,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-12-07349131,1,1,1,1,1,1,1,20240716,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21349421,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-12-07349421,1,1,1,1,1,1,1,20240722,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-12-07349431,1,1,1,1,1,1,1,20240716,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-12-07349511,1,1,1,1,1,1,1,20240716,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21349581,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-12-07349581,1,1,1,1,1,1,1,20240722,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-12-07349621,1,1,1,1,1,1,1,20240716,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-24349631,1,1,1,1,1,1,1,20240716,20240724                                                                                                                                                                                                                                                                                                    
2024-07-252024-07-25349631,1,1,1,1,1,1,1,20240725,20240725                                                                                                                                                                                                                                                                                                    
2024-07-262024-07-31349631,1,1,1,1,1,1,1,20240726,20240731                                                                                                                                                                                                                                                                                                    
2024-08-012024-08-31349631,1,1,1,1,1,1,1,20240801,20240831                                                                                                                                                                                                                                                                                                    
2024-09-012024-10-31349631,1,1,1,1,1,1,1,20240901,20241031                                                                                                                                                                                                                                                                                                    
2024-11-012024-11-01349631,1,1,1,1,1,1,1,20241101,20241101                                                                                                                                                                                                                                                                                                    
2024-11-022024-12-05349631,1,1,1,1,1,1,1,20241102,20241205                                                                                                                                                                                                                                                                                                    
2024-12-062024-12-07349631,1,1,1,1,1,1,1,20241206,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21349691,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-12-07349691,1,1,1,1,1,1,1,20240722,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-12-07349721,1,1,1,1,1,1,1,20240716,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-12-07349821,1,1,1,1,1,1,1,20240716,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21349881,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-12-07349881,1,1,1,1,1,1,1,20240722,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-08-31349931,1,1,1,1,1,1,1,20240716,20240831                                                                                                                                                                                                                                                                                                    
2024-09-012024-12-07349931,1,1,1,1,1,1,1,20240901,20241207                                                                                                                                                                                                                                                                                                    
2024-06-232024-07-21351141,1,1,1,1,1,1,1,20240623,20240721                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21352751,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21370611,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21370641,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-07-24370641,1,1,1,1,1,1,1,20240722,20240724                                                                                                                                                                                                                                                                                                    
2024-07-262024-08-14370641,1,1,1,1,1,1,1,20240726,20240814                                                                                                                                                                                                                                                                                                    
2024-08-162024-09-30370641,1,1,1,1,1,1,1,20240816,20240930                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30370711,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-31370721,1,1,1,1,1,1,1,20240716,20240731                                                                                                                                                                                                                                                                                                    
2024-08-012024-08-31370721,1,1,1,1,1,1,1,20240801,20240831                                                                                                                                                                                                                                                                                                    
2024-09-012024-12-07370721,1,1,1,1,1,1,1,20240901,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-12-07370781,1,1,1,1,1,1,1,20240716,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21370881,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-08-14370881,1,1,1,1,1,1,1,20240722,20240814                                                                                                                                                                                                                                                                                                    
2024-08-162024-09-30370881,1,1,1,1,1,1,1,20240816,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-15370901,1,1,1,1,1,1,1,20240716,20240915                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-15370902,1,1,1,1,1,1,1,20240716,20240915                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-15370903,1,1,1,1,1,1,1,20240716,20240915                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-15370904,1,1,1,1,1,1,1,20240716,20240915                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21370911,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-15370931,1,1,1,1,1,1,1,20240716,20240915                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-15370932,1,1,1,1,1,1,1,20240716,20240915                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-15370941,1,1,1,1,1,1,1,20240716,20240915                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-15370942,1,1,1,1,1,1,1,20240716,20240915                                                                                                                                                                                                                                                                                                    
2024-07-162024-08-14370971,1,1,1,1,1,1,1,20240716,20240814                                                                                                                                                                                                                                                                                                    
2024-08-162024-09-15370971,1,1,1,1,1,1,1,20240816,20240915                                                                                                                                                                                                                                                                                                    
2024-07-162024-08-14370972,1,1,1,1,1,1,1,20240716,20240814                                                                                                                                                                                                                                                                                                    
2024-08-162024-09-15370972,1,1,1,1,1,1,1,20240816,20240915                                                                                                                                                                                                                                                                                                    
2024-07-162024-08-14370991,1,1,1,1,1,1,1,20240716,20240814                                                                                                                                                                                                                                                                                                    
2024-08-152024-08-15370991,1,1,1,1,1,1,1,20240815,20240815                                                                                                                                                                                                                                                                                                    
2024-08-162024-09-15370991,1,1,1,1,1,1,1,20240816,20240915                                                                                                                                                                                                                                                                                                    
2024-07-162024-08-14370992,1,1,1,1,1,1,1,20240716,20240814                                                                                                                                                                                                                                                                                                    
2024-08-152024-08-15370992,1,1,1,1,1,1,1,20240815,20240815                                                                                                                                                                                                                                                                                                    
2024-08-162024-09-15370992,1,1,1,1,1,1,1,20240816,20240915                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30371011,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21371101,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21371111,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21371141,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30371141,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30371211,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21371401,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30371401,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-10-012024-12-07371401,1,1,1,1,1,1,1,20241001,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21371491,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30371501,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-31371651,1,1,1,1,1,1,1,20240716,20240731                                                                                                                                                                                                                                                                                                    
2024-08-012024-09-10371651,1,1,1,1,1,1,1,20240801,20240910                                                                                                                                                                                                                                                                                                    
2024-09-112024-12-07371651,1,1,1,1,1,1,1,20240911,20241207                                                                                                                                                                                                                                                                                                    
2024-08-012024-09-10371652,1,1,1,1,1,1,1,20240801,20240910                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30371711,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21371751,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30371751,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21371791,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-08-14371791,1,1,1,1,1,1,1,20240722,20240814                                                                                                                                                                                                                                                                                                    
2024-08-162024-09-30371791,1,1,1,1,1,1,1,20240816,20240930                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30371811,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21371861,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-10-13371861,1,1,1,1,1,1,1,20240722,20241013                                                                                                                                                                                                                                                                                                    
2024-10-142024-12-07371861,1,1,1,1,1,1,1,20241014,20241207                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30371901,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21371931,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-07-31371931,1,1,1,1,1,1,1,20240722,20240731                                                                                                                                                                                                                                                                                                    
2024-08-012024-08-31371931,1,1,1,1,1,1,1,20240801,20240831                                                                                                                                                                                                                                                                                                    
2024-09-012024-12-07371931,1,1,1,1,1,1,1,20240901,20241207                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30372101,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-08-01372641,1,1,1,1,1,1,1,20240716,20240801                                                                                                                                                                                                                                                                                                    
2024-08-022024-09-10372641,1,1,1,1,1,1,1,20240802,20240910                                                                                                                                                                                                                                                                                                    
2024-09-112024-12-07372641,1,1,1,1,1,1,1,20240911,20241207                                                                                                                                                                                                                                                                                                    
2024-08-022024-09-10372642,1,1,1,1,1,1,1,20240802,20240910                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21372671,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-10-12372671,1,1,1,1,1,1,1,20240722,20241012                                                                                                                                                                                                                                                                                                    
2024-10-132024-12-07372671,1,1,1,1,1,1,1,20241013,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-15372761,1,1,1,1,1,1,1,20240716,20240915                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-15372771,1,1,1,1,1,1,1,20240716,20240915                                                                                                                                                                                                                                                                                                    
2024-07-162024-12-07372881,1,1,1,1,1,1,1,20240716,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21373251,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30373251,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-15373901,1,1,1,1,1,1,1,20240716,20240915                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-15373902,1,1,1,1,1,1,1,20240716,20240915                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-15373931,1,1,1,1,1,1,1,20240716,20240915                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-15373941,1,1,1,1,1,1,1,20240716,20240915                                                                                                                                                                                                                                                                                                    
2024-07-162024-08-14373971,1,1,1,1,1,1,1,20240716,20240814                                                                                                                                                                                                                                                                                                    
2024-08-162024-09-15373971,1,1,1,1,1,1,1,20240816,20240915                                                                                                                                                                                                                                                                                                    
2024-07-162024-08-14373991,1,1,1,1,1,1,1,20240716,20240814                                                                                                                                                                                                                                                                                                    
2024-08-152024-08-15373991,1,1,1,1,1,1,1,20240815,20240815                                                                                                                                                                                                                                                                                                    
2024-08-162024-09-15373991,1,1,1,1,1,1,1,20240816,20240915                                                                                                                                                                                                                                                                                                    
2024-07-162024-12-07374311,1,1,1,1,1,1,1,20240716,20241207                                                                                                                                                                                                                                                                                                    
2024-12-082024-12-14374311,1,1,1,1,1,1,1,20241208,20241214                                                                                                                                                                                                                                                                                                    
2024-07-162024-12-07374321,1,1,1,1,1,1,1,20240716,20241207                                                                                                                                                                                                                                                                                                    
2024-12-082024-12-14374321,1,1,1,1,1,1,1,20241208,20241214                                                                                                                                                                                                                                                                                                    
2024-07-162024-12-07374371,1,1,1,1,1,1,1,20240716,20241207                                                                                                                                                                                                                                                                                                    
2024-12-082024-12-14374371,1,1,1,1,1,1,1,20241208,20241214                                                                                                                                                                                                                                                                                                    
2024-07-162024-12-07374381,1,1,1,1,1,1,1,20240716,20241207                                                                                                                                                                                                                                                                                                    
2024-12-082024-12-14374381,1,1,1,1,1,1,1,20241208,20241214                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21374981,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
